TaxID	Taxon	Rank
TaxID_1869285	Allofrancisella	genus
TaxID_230494	Reinekea	genus
TaxID_1891714	Betapolyomavirus	genus
TaxID_2478349	Indioceanicola	genus
TaxID_590	Salmonella	genus
TaxID_59740	Persicobacter	genus
TaxID_898	Desulfomicrobium	genus
TaxID_2169655	Pfr1virus	genus
TaxID_212743	Rhizobacter	genus
TaxID_1906659	Candidatus Hoaglandella	genus
TaxID_680287	P68virus	genus
TaxID_67572	Psychromonas	genus
TaxID_862	Syntrophomonas	genus
TaxID_1472344	Basilea	genus
TaxID_441	Gluconobacter	genus
TaxID_752201	Sphaerospermopsis	genus
TaxID_120831	Dyadobacter	genus
TaxID_1822464	Paraburkholderia	genus
TaxID_32008	Burkholderia	genus
TaxID_46631	Picrophilus	genus
TaxID_186777	Muvirus	genus
TaxID_28895	Thermoanaerobacterium	genus
TaxID_53357	Intrasporangium	genus
TaxID_1484898	Methyloceanibacter	genus
TaxID_1927833	Candidatus Fukatsuia	genus
TaxID_1827	Rhodococcus	genus
TaxID_1298	Deinococcus	genus
TaxID_1541445	Candidatus Phaeomarinobacter	genus
TaxID_497	Psychrobacter	genus
TaxID_1273155	Thiohalobacter	genus
TaxID_283	Comamonas	genus
TaxID_102234	Cyanobacterium	genus
TaxID_2053	Gordonia	genus
TaxID_1849828	Paeniclostridium	genus
TaxID_291183	Lacinutrix	genus
TaxID_896	Desulfococcus	genus
TaxID_387342	Halopiger	genus
TaxID_940557	Granulicella	genus
TaxID_466152	Singulisphaera	genus
TaxID_269260	Nitratifractor	genus
TaxID_518733	Microterricola	genus
TaxID_81411	Aminomonas	genus
TaxID_364409	Granulibacter	genus
TaxID_574697	Butyricimonas	genus
TaxID_556257	Pseudolabrys	genus
TaxID_48073	Microbulbifer	genus
TaxID_352450	Simplicispira	genus
TaxID_548689	Proboscivirus	genus
TaxID_1982218	Gordtnkvirus	genus
TaxID_1913654	Sp18virus	genus
TaxID_572511	Blautia	genus
TaxID_40222	Methylophaga	genus
TaxID_1380	Atopobium	genus
TaxID_1100891	Paenalcaligenes	genus
TaxID_145260	Methanothermobacter	genus
TaxID_22	Shewanella	genus
TaxID_83618	Pseudoxanthomonas	genus
TaxID_1190	Fischerella	genus
TaxID_196119	Methanotorris	genus
TaxID_55968	Leucobacter	genus
TaxID_162171	Magnetococcus	genus
TaxID_53387	Friedmanniella	genus
TaxID_1982095	Ab18virus	genus
TaxID_153497	Kozakia	genus
TaxID_413496	Cronobacter	genus
TaxID_186188	Xylanimonas	genus
TaxID_189384	Candidatus Tremblaya	genus
TaxID_655184	Candidatus Thioglobus	genus
TaxID_545865	Calditerrivibrio	genus
TaxID_1623274	Biseptimavirus	genus
TaxID_1335745	Spiribacter	genus
TaxID_507	Alcaligenes	genus
TaxID_346096	Paludibacter	genus
TaxID_1779136	Bradymonas	genus
TaxID_2499615	Iotaarterivirus	genus
TaxID_1623278	Bronvirus	genus
TaxID_57479	Microvirgula	genus
TaxID_1164882	Lachnoanaerobaculum	genus
TaxID_373984	Rivularia	genus
TaxID_517	Bordetella	genus
TaxID_33886	Rathayibacter	genus
TaxID_111500	Muricauda	genus
TaxID_428711	Jonquetella	genus
TaxID_1350	Enterococcus	genus
TaxID_83614	Luteimonas	genus
TaxID_1470540	Jeotgalibaca	genus
TaxID_411566	Candidatus Midichloria	genus
TaxID_32068	Sebaldella	genus
TaxID_1161127	Murdochiella	genus
TaxID_227979	Jeotgalicoccus	genus
TaxID_283810	Stackebrandtia	genus
TaxID_836	Porphyromonas	genus
TaxID_1765964	Acidihalobacter	genus
TaxID_437504	Granulosicoccus	genus
TaxID_214906	Histophilus	genus
TaxID_1918385	Acutalibacter	genus
TaxID_152053	Starkeya	genus
TaxID_1632780	Phreatobacter	genus
TaxID_71	Simonsiella	genus
TaxID_34008	Rhodovulum	genus
TaxID_261825	Agarivorans	genus
TaxID_182709	Oceanobacillus	genus
TaxID_1920860	Kp36virus	genus
TaxID_316625	Saccharophagus	genus
TaxID_83461	Corallococcus	genus
TaxID_1663	Arthrobacter	genus
TaxID_242605	Luteibacter	genus
TaxID_1196844	Hp1virus	genus
TaxID_13134	Magnetospirillum	genus
TaxID_47251	Leptolyngbya	genus
TaxID_102231	Gloeocapsa	genus
TaxID_2013	Nocardiopsis	genus
TaxID_449972	Chelativorans	genus
TaxID_29521	Brachyspira	genus
TaxID_32	Myxococcus	genus
TaxID_2308	Pyrodictium	genus
TaxID_1980929	Spn3virus	genus
TaxID_84565	Sodalis	genus
TaxID_42054	Chromohalobacter	genus
TaxID_2063	Kitasatospora	genus
TaxID_102106	Collinsella	genus
TaxID_404	Methylobacillus	genus
TaxID_2713	Aquifex	genus
TaxID_499551	Methanolinea	genus
TaxID_79206	Desulfosporosinus	genus
TaxID_2251	Haloferax	genus
TaxID_225143	Oceanisphaera	genus
TaxID_442430	Coraliomargarita	genus
TaxID_1232640	Solendovirus	genus
TaxID_498374	Candidatus Nitrosocaldus	genus
TaxID_2747	Carnobacterium	genus
TaxID_227873	Pannonibacter	genus
TaxID_1077265	Chthonomonas	genus
TaxID_246861	Grimontia	genus
TaxID_33993	Neorickettsia	genus
TaxID_314343	Sideroxydans	genus
TaxID_137757	Ipomovirus	genus
TaxID_2175	Methanohalophilus	genus
TaxID_152267	Pigmentiphaga	genus
TaxID_281472	Jiangella	genus
TaxID_2036021	Agarilytica	genus
TaxID_208215	Parvularcula	genus
TaxID_110103	Anabaenopsis	genus
TaxID_929812	Gibbsiella	genus
TaxID_2169536	Cba120virus	genus
TaxID_258255	Pseudovibrio	genus
TaxID_2250122	Candidatus Bipolaricaulis	genus
TaxID_393661	Congregibacter	genus
TaxID_96	Gallionella	genus
TaxID_81682	Methylovorus	genus
TaxID_1810868	Mycoavidus	genus
TaxID_1903434	Atlantibacter	genus
TaxID_2220	Methanolobus	genus
TaxID_150022	Finegoldia	genus
TaxID_232799	Iflavirus	genus
TaxID_1914165	Js98virus	genus
TaxID_33870	Coriobacterium	genus
TaxID_1676651	Limnochorda	genus
TaxID_444090	Caldimicrobium	genus
TaxID_947525	Miniimonas	genus
TaxID_73029	Dechloromonas	genus
TaxID_1298971	Vi1virus	genus
TaxID_1921117	Nonagvirus	genus
TaxID_156885	Thioflavicoccus	genus
TaxID_188910	Microchaete	genus
TaxID_74030	Roseovarius	genus
TaxID_2082587	Parolsenella	genus
TaxID_1541743	Candidatus Ruthia	genus
TaxID_165695	Sphingobium	genus
TaxID_364316	Verminephrobacter	genus
TaxID_1007	Saprospira	genus
TaxID_1301080	Candidatus Nasuia	genus
TaxID_529881	Candidatus Aquiluna	genus
TaxID_44	Melittangium	genus
TaxID_1652133	Halobacteriovorax	genus
TaxID_390805	Geosporobacter	genus
TaxID_1445504	Gynuella	genus
TaxID_1578	Lactobacillus	genus
TaxID_10492	Ranavirus	genus
TaxID_380738	Candidatus Kuenenia	genus
TaxID_129876	Siadenovirus	genus
TaxID_2295	Desulfobacterium	genus
TaxID_1582879	Ezakiella	genus
TaxID_69578	Cryobacterium	genus
TaxID_81	Hyphomicrobium	genus
TaxID_32014	Iodobacter	genus
TaxID_1921709	Slashvirus	genus
TaxID_1918540	Muribaculum	genus
TaxID_67575	Rheinheimera	genus
TaxID_338	Xanthomonas	genus
TaxID_1884792	Pseudoflavitalea	genus
TaxID_846	Oxalobacter	genus
TaxID_1982370	Pis4avirus	genus
TaxID_10487	Iridovirus	genus
TaxID_44260	Moorella	genus
TaxID_244599	Raphidiopsis	genus
TaxID_1195526	Gryllotalpicola	genus
TaxID_146825	Halorhabdus	genus
TaxID_1980938	Msw3virus	genus
TaxID_1055323	Aeribacillus	genus
TaxID_535	Chromobacterium	genus
TaxID_110456	T7virus	genus
TaxID_253255	Soehngenia	genus
TaxID_1663717	Herbinix	genus
TaxID_186532	C2virus	genus
TaxID_1906657	Candidatus Doolittlea	genus
TaxID_2094023	Glaesserella	genus
TaxID_174951	Ramlibacter	genus
TaxID_1980922	Rsl2virus	genus
TaxID_1506553	Lachnoclostridium	genus
TaxID_39744	Rubulavirus	genus
TaxID_200414	Caldisphaera	genus
TaxID_35823	Arthrospira	genus
TaxID_1513458	Marseillevirus	genus
TaxID_471826	Candidatus Desulforudis	genus
TaxID_1287916	Euzebyella	genus
TaxID_13687	Sphingomonas	genus
TaxID_528	Ochrobactrum	genus
TaxID_155862	Methanothermococcus	genus
TaxID_168934	Thalassospira	genus
TaxID_673534	Plantactinospora	genus
TaxID_390846	Echinicola	genus
TaxID_2701	Gardnerella	genus
TaxID_427753	Humibacter	genus
TaxID_363408	Nonlabens	genus
TaxID_48736	Ralstonia	genus
TaxID_1981033	Mordavella	genus
TaxID_1763	Mycobacterium	genus
TaxID_1913653	S16virus	genus
TaxID_1041	Erythrobacter	genus
TaxID_2093783	Methylomusa	genus
TaxID_2279	Staphylothermus	genus
TaxID_89404	Glaciecola	genus
TaxID_186789	P1virus	genus
TaxID_958	Bdellovibrio	genus
TaxID_318147	Paucibacter	genus
TaxID_1623299	Phifelvirus	genus
TaxID_125287	Ornithinimicrobium	genus
TaxID_2184	Methanococcus	genus
TaxID_35798	Nitrosospira	genus
TaxID_1623295	Pg1virus	genus
TaxID_92944	Ketogulonicigenium	genus
TaxID_1645	Renibacterium	genus
TaxID_459786	Oscillibacter	genus
TaxID_1184606	Austwickia	genus
TaxID_256319	Chlorobaculum	genus
TaxID_180541	Salinisphaera	genus
TaxID_65047	Mitsuaria	genus
TaxID_1921582	Orrella	genus
TaxID_1155738	Moorea	genus
TaxID_404432	Salinicola	genus
TaxID_1730	Eubacterium	genus
TaxID_511434	Candidatus Azobacteroides	genus
TaxID_308865	Elizabethkingia	genus
TaxID_692606	Cyprinivirus	genus
TaxID_1082930	Pelagibacterium	genus
TaxID_1714268	Alphasphaerolipovirus	genus
TaxID_302485	Phaeobacter	genus
TaxID_1922327	Wphvirus	genus
TaxID_1982236	Kelleziovirus	genus
TaxID_1091	Chlorobium	genus
TaxID_1434010	Jatrophihabitans	genus
TaxID_933	Thiomicrospira	genus
TaxID_1902583	Candidatus Desulfofervidus	genus
TaxID_1234	Nitrospira	genus
TaxID_125216	Roseomonas	genus
TaxID_69474	Orientia	genus
TaxID_637	Arsenophonus	genus
TaxID_83681	Nonomuraea	genus
TaxID_188905	Jannaschia	genus
TaxID_2160	Methanobacterium	genus
TaxID_249585	Whispovirus	genus
TaxID_1125	Microcystis	genus
TaxID_102115	Stanieria	genus
TaxID_401469	Undibacterium	genus
TaxID_113	Gemmata	genus
TaxID_212790	Sulfurihydrogenibium	genus
TaxID_40566	Actinosynnema	genus
TaxID_194	Campylobacter	genus
TaxID_1839	Nocardioides	genus
TaxID_511745	Methylacidiphilum	genus
TaxID_29331	Amphibacillus	genus
TaxID_52972	Polaromonas	genus
TaxID_547	Enterobacter	genus
TaxID_286801	Segniliparus	genus
TaxID_622681	Candidatus Planktophila	genus
TaxID_29404	Microlunatus	genus
TaxID_2733	Symbiobacterium	genus
TaxID_376170	Haloplanus	genus
TaxID_283168	Odoribacter	genus
TaxID_34067	Cycloclasticus	genus
TaxID_2060094	Aminipila	genus
TaxID_204456	Gemmobacter	genus
TaxID_146918	Salinibacter	genus
TaxID_1751872	Lacimicrobium	genus
TaxID_233191	Caldilinea	genus
TaxID_459532	Terribacillus	genus
TaxID_2028344	Ereboglobus	genus
TaxID_1227	Nitrosococcus	genus
TaxID_2422	Fervidobacterium	genus
TaxID_1985328	Kp15virus	genus
TaxID_1980921	Rslunavirus	genus
TaxID_398041	Flavisolibacter	genus
TaxID_1623302	Sap6virus	genus
TaxID_1847	Pseudonocardia	genus
TaxID_1209988	Halopenitus	genus
TaxID_1433402	Glycocaulis	genus
TaxID_1937972	Bernardetia	genus
TaxID_29580	Janthinobacterium	genus
TaxID_558017	Betabaculovirus	genus
TaxID_100715	Chloroherpeton	genus
TaxID_335405	Sphingosinicella	genus
TaxID_64895	Borreliella	genus
TaxID_40272	Roseolovirus	genus
TaxID_1883	Streptomyces	genus
TaxID_670486	Dehalogenimonas	genus
TaxID_326319	Dokdonia	genus
TaxID_1912144	Cd119virus	genus
TaxID_10265	Capripoxvirus	genus
TaxID_187213	Rudivirus	genus
TaxID_158483	Cedecea	genus
TaxID_129337	Geobacillus	genus
TaxID_1980936	Marthavirus	genus
TaxID_181086	Prymnesiovirus	genus
TaxID_1263978	Candidatus Endolissoclinum	genus
TaxID_2330	Halanaerobium	genus
TaxID_162027	Haliangium	genus
TaxID_568394	Pseudogulbenkiania	genus
TaxID_1434050	Zhongshania	genus
TaxID_1988031	Candidatus Promineofilum	genus
TaxID_1804663	Haematospirillum	genus
TaxID_53246	Pseudoalteromonas	genus
TaxID_1982557	Smoothievirus	genus
TaxID_286	Pseudomonas	genus
TaxID_106589	Cupriavidus	genus
TaxID_1357	Lactococcus	genus
TaxID_2284	Sulfolobus	genus
TaxID_44013	Polynucleobacter	genus
TaxID_208447	Oceanithermus	genus
TaxID_392733	Terriglobus	genus
TaxID_119977	Acidithiobacillus	genus
TaxID_1654931	Crenobacter	genus
TaxID_349742	Sedimenticola	genus
TaxID_84404	Hippea	genus
TaxID_1378	Gemella	genus
TaxID_201096	Alicycliphilus	genus
TaxID_1608298	Thiolapillus	genus
TaxID_62098	Alphaentomopoxvirus	genus
TaxID_2039723	Thiomicrorhabdus	genus
TaxID_1734920	Pseudorhodoplanes	genus
TaxID_33001	Desulfurella	genus
TaxID_698776	Cellulosilyticum	genus
TaxID_1860077	Sulfuriflexus	genus
TaxID_241421	Crinalium	genus
TaxID_1237	Piscirickettsia	genus
TaxID_76831	Myroides	genus
TaxID_745	Pasteurella	genus
TaxID_745410	Gallaecimonas	genus
TaxID_28231	Geobacter	genus
TaxID_1649	Kurthia	genus
TaxID_2132	Spiroplasma	genus
TaxID_1921784	Kiritimatiella	genus
TaxID_186794	P22virus	genus
TaxID_1060	Rhodobacter	genus
TaxID_1729679	Faecalibaculum	genus
TaxID_159191	Nodularia	genus
TaxID_1623275	Andromedavirus	genus
TaxID_76833	Actinobaculum	genus
TaxID_1111	Porphyrobacter	genus
TaxID_86331	Mogibacterium	genus
TaxID_1623287	D3virus	genus
TaxID_230355	Methanolacinia	genus
TaxID_186764	L5virus	genus
TaxID_188907	Oleispira	genus
TaxID_32199	Buchnera	genus
TaxID_919	Thiobacillus	genus
TaxID_504090	Kushneria	genus
TaxID_1738655	Woeseia	genus
TaxID_82976	Buttiauxella	genus
TaxID_379070	Gilvibacter	genus
TaxID_379	Rhizobium	genus
TaxID_890	Desulfuromonas	genus
TaxID_55079	Aneurinibacillus	genus
TaxID_253106	Natronolimnobius	genus
TaxID_285107	Thioclava	genus
TaxID_1912760	C5virus	genus
TaxID_323620	Shinella	genus
TaxID_1511853	Alphanudivirus	genus
TaxID_1524249	Pseudohongiella	genus
TaxID_2349	Haliscomenobacter	genus
TaxID_1920762	Lit1virus	genus
TaxID_323413	Dokdonella	genus
TaxID_150203	Blastomonas	genus
TaxID_2115980	Candidatus Phycorickettsia	genus
TaxID_45669	Salinicoccus	genus
TaxID_1073987	Halorientalis	genus
TaxID_991903	Polymorphum	genus
TaxID_33882	Microbacterium	genus
TaxID_173479	Gemmatimonas	genus
TaxID_236752	Fastidiosipila	genus
TaxID_1866885	Mycolicibacterium	genus
TaxID_155493	Gallibacterium	genus
TaxID_203135	Halomicrobium	genus
TaxID_1910992	K1gvirus	genus
TaxID_167639	Ilyobacter	genus
TaxID_541	Zymomonas	genus
TaxID_511678	Aliivibrio	genus
TaxID_367298	Phycicoccus	genus
TaxID_2735	Verrucomicrobium	genus
TaxID_293431	Haloquadratum	genus
TaxID_1649478	Pelolinea	genus
TaxID_170610	Halomicronema	genus
TaxID_838	Prevotella	genus
TaxID_1778601	Apibacter	genus
TaxID_46466	Halocella	genus
TaxID_1522056	Flaviflexus	genus
TaxID_629	Yersinia	genus
TaxID_1436289	Candidatus Symbiobacter	genus
TaxID_54260	Ferroglobus	genus
TaxID_190818	Geoglobus	genus
TaxID_10639	Caulimovirus	genus
TaxID_830	Butyrivibrio	genus
TaxID_84406	Virgibacillus	genus
TaxID_2490204	Candidatus Mancarchaeum	genus
TaxID_911	Nitrobacter	genus
TaxID_2211641	Yoonia	genus
TaxID_204037	Dickeya	genus
TaxID_316612	Methylibium	genus
TaxID_1914852	V5virus	genus
TaxID_2019	Thermomonospora	genus
TaxID_161492	Anaeromyxobacter	genus
TaxID_33986	Exiguobacterium	genus
TaxID_46200	Geovibrio	genus
TaxID_28261	Thermodesulfovibrio	genus
TaxID_1918010	Bastillevirus	genus
TaxID_140410	P2virus	genus
TaxID_869	Dichelobacter	genus
TaxID_92793	Aquabacterium	genus
TaxID_10319	Varicellovirus	genus
TaxID_2302	Thermoplasma	genus
TaxID_117156	Actinopolymorpha	genus
TaxID_1985292	Suspvirus	genus
TaxID_1184396	Mesotoga	genus
TaxID_68335	Coprothermobacter	genus
TaxID_309512	Dinoroseobacter	genus
TaxID_120961	Roseiflexus	genus
TaxID_1573534	Faecalitalea	genus
TaxID_1873	Micromonospora	genus
TaxID_1513308	Velarivirus	genus
TaxID_1084558	Oceanicoccus	genus
TaxID_1621534	Paraglaciecola	genus
TaxID_336276	Olleya	genus
TaxID_168657	Hydrogenobaculum	genus
TaxID_1198140	Felixo1virus	genus
TaxID_43947	Tolumonas	genus
TaxID_1857845	Spo1virus	genus
TaxID_187217	T1virus	genus
TaxID_1579315	Halocynthiibacter	genus
TaxID_400634	Lysinibacillus	genus
TaxID_127	Isosphaera	genus
TaxID_1755829	Ichthyobacterium	genus
TaxID_869806	Marivirga	genus
TaxID_74032	Antarctobacter	genus
TaxID_1406135	Breoghania	genus
TaxID_45667	Halobacillus	genus
TaxID_665568	Paraoerskovia	genus
TaxID_2490452	Serpentinomonas	genus
TaxID_28250	Ornithobacterium	genus
TaxID_246875	Algoriphagus	genus
TaxID_795750	Ignavibacterium	genus
TaxID_11051	Flavivirus	genus
TaxID_848	Fusobacterium	genus
TaxID_86795	Marmoricola	genus
TaxID_670516	Mycobacteroides	genus
TaxID_32207	Rothia	genus
TaxID_60136	Sulfitobacter	genus
TaxID_1443919	Tabrizicola	genus
TaxID_1813	Amycolatopsis	genus
TaxID_54258	Ignicoccus	genus
TaxID_44000	Caldicellulosiruptor	genus
TaxID_2239	Halobacterium	genus
TaxID_232244	Belliella	genus
TaxID_38501	Blastococcus	genus
TaxID_1654	Actinomyces	genus
TaxID_42837	Ammonifex	genus
TaxID_2100760	Saccharolobus	genus
TaxID_28253	Marinomonas	genus
TaxID_10509	Mastadenovirus	genus
TaxID_307628	Petrimonas	genus
TaxID_1970191	Salinivirga	genus
TaxID_417127	Zunongwangia	genus
TaxID_414371	Aureimonas	genus
TaxID_1742989	Glutamicibacter	genus
TaxID_465	Tatlockia	genus
TaxID_425	Methylosinus	genus
TaxID_1443590	Ferriphaselus	genus
TaxID_2282740	Desulfallas	genus
TaxID_1643951	Pseudothermotoga	genus
TaxID_861914	Fibrella	genus
TaxID_39643	Sorangium	genus
TaxID_336260	Thermovirga	genus
TaxID_245876	Nitratireductor	genus
TaxID_1070314	Halorussus	genus
TaxID_47670	Lautropia	genus
TaxID_34019	Liberibacter	genus
TaxID_1847725	Lawsonella	genus
TaxID_180252	Mardivirus	genus
TaxID_1573	Clavibacter	genus
TaxID_261963	Kangiella	genus
TaxID_262406	Thermobaculum	genus
TaxID_293088	Martelella	genus
TaxID_367771	Marinovum	genus
TaxID_1616789	Salinispira	genus
TaxID_1870884	Clostridioides	genus
TaxID_1922329	Vp5virus	genus
TaxID_2039302	Monoglobus	genus
TaxID_630749	Spongiibacter	genus
TaxID_84567	Pedobacter	genus
TaxID_83654	Leclercia	genus
TaxID_227388	Thermodesulfobium	genus
TaxID_986106	Acidiferrobacter	genus
TaxID_1980937	M12virus	genus
TaxID_97050	Ruegeria	genus
TaxID_83677	Thermobifida	genus
TaxID_2173039	Arcticibacterium	genus
TaxID_10494	Lymphocystivirus	genus
TaxID_360528	Pelagibaca	genus
TaxID_57739	Vogesella	genus
TaxID_1188227	Gloeomargarita	genus
TaxID_44259	Filifactor	genus
TaxID_501783	Cloacibacterium	genus
TaxID_51228	Wigglesworthia	genus
TaxID_158481	Hahella	genus
TaxID_841	Roseburia	genus
TaxID_456826	Candidatus Cloacimonas	genus
TaxID_73918	Thermaerobacter	genus
TaxID_290425	Advenella	genus
TaxID_1186	Calothrix	genus
TaxID_109168	Desulfotalea	genus
TaxID_1982583	Cp1virus	genus
TaxID_1055688	Sandaracinus	genus
TaxID_198251	Candidatus Pelagibacter	genus
TaxID_265976	Serinicoccus	genus
TaxID_2225	Methanococcoides	genus
TaxID_54304	Planktothrix	genus
TaxID_469322	Steroidobacter	genus
TaxID_2035811	Pseudodesulfovibrio	genus
TaxID_28453	Sphingobacterium	genus
TaxID_123	Pirellula	genus
TaxID_613	Serratia	genus
TaxID_2316	Methanosphaera	genus
TaxID_63742	Natrialba	genus
TaxID_12036	Luteovirus	genus
TaxID_1706036	Gemmatirosa	genus
TaxID_52959	Polaribacter	genus
TaxID_351195	Salimicrobium	genus
TaxID_657	Photobacterium	genus
TaxID_225842	Formosa	genus
TaxID_1543705	Nitrospirillum	genus
TaxID_1936111	Fuerstia	genus
TaxID_165697	Sphingopyxis	genus
TaxID_231454	Dyella	genus
TaxID_50714	Acidisphaera	genus
TaxID_2233801	Ahniella	genus
TaxID_1981157	Nona33virus	genus
TaxID_53335	Pantoea	genus
TaxID_1243	Leuconostoc	genus
TaxID_187492	Thalassolituus	genus
TaxID_46352	Agrococcus	genus
TaxID_1921553	Seuratvirus	genus
TaxID_1623298	Phietavirus	genus
TaxID_346673	Coccolithovirus	genus
TaxID_1914293	Divavirus	genus
TaxID_482	Neisseria	genus
TaxID_119541	Rhodobaca	genus
TaxID_1835	Saccharopolyspora	genus
TaxID_1335631	Frischella	genus
TaxID_1854	Frankia	genus
TaxID_1301	Streptococcus	genus
TaxID_146785	Thermosynechococcus	genus
TaxID_1747777	Cuniculiplasma	genus
TaxID_596707	Sinomonas	genus
TaxID_407217	Aquitalea	genus
TaxID_71655	Brenneria	genus
TaxID_2282742	Desulfofarcimen	genus
TaxID_56106	Cylindrospermum	genus
TaxID_1033	Afipia	genus
TaxID_33969	Melissococcus	genus
TaxID_104264	Cellulophaga	genus
TaxID_53572	Deferribacter	genus
TaxID_29330	Alicyclobacillus	genus
TaxID_18	Pelobacter	genus
TaxID_46238	Entomoplasma	genus
TaxID_91914	Asaia	genus
TaxID_2276	Pyrobaculum	genus
TaxID_1375	Aerococcus	genus
TaxID_378210	Methyloversatilis	genus
TaxID_475087	Methanosphaerula	genus
TaxID_160795	Ureibacillus	genus
TaxID_336809	Candidatus Sulcia	genus
TaxID_620	Shigella	genus
TaxID_9605	Homo	genus
TaxID_28186	Acetohalobium	genus
TaxID_147067	Thermobispora	genus
TaxID_354354	Niastella	genus
TaxID_69965	Macrococcus	genus
TaxID_155977	Acaryochloris	genus
TaxID_914	Nitrosomonas	genus
TaxID_476528	Bibersteinia	genus
TaxID_1163	Anabaena	genus
TaxID_1129704	Kyrpidia	genus
TaxID_1914299	Robigovirus	genus
TaxID_642	Aeromonas	genus
TaxID_2044	Pimelobacter	genus
TaxID_85108	Halorhodospira	genus
TaxID_41275	Brevundimonas	genus
TaxID_1911929	Bc431virus	genus
TaxID_412592	Thermosulfidibacter	genus
TaxID_1330547	Kosakonia	genus
TaxID_43356	Kutzneria	genus
TaxID_529883	Rhodoluna	genus
TaxID_146784	Bacteriovorax	genus
TaxID_498845	Candidatus Korarchaeum	genus
TaxID_662	Vibrio	genus
TaxID_393005	Tamlana	genus
TaxID_239934	Akkermansia	genus
TaxID_2370	Xylella	genus
TaxID_1278221	Auraticoccus	genus
TaxID_2351	Flexistipes	genus
TaxID_990721	Christensenella	genus
TaxID_244698	Gillisia	genus
TaxID_1649495	Seonamhaeicola	genus
TaxID_1913652	Rb69virus	genus
TaxID_1649279	Epibacterium	genus
TaxID_970	Selenomonas	genus
TaxID_413	Methylococcus	genus
TaxID_1961799	Lacunisphaera	genus
TaxID_963	Herbaspirillum	genus
TaxID_2060084	Pandoravirus	genus
TaxID_416916	Aggregatibacter	genus
TaxID_60919	Sanguibacter	genus
TaxID_82980	Leminorella	genus
TaxID_34037	Rahnella	genus
TaxID_69655	Sulfurisphaera	genus
TaxID_2029	Kibdelosporangium	genus
TaxID_354203	Yangia	genus
TaxID_186831	Acetoanaerobium	genus
TaxID_146	Spirochaeta	genus
TaxID_196081	Scardovia	genus
TaxID_10275	Suipoxvirus	genus
TaxID_1649468	Melaminivora	genus
TaxID_1985181	Tsarbombavirus	genus
TaxID_1607807	Candidatus Methanoplasma	genus
TaxID_469	Acinetobacter	genus
TaxID_570	Klebsiella	genus
TaxID_315393	Mimivirus	genus
TaxID_444432	Anderseniella	genus
TaxID_447020	Adlercreutzia	genus
TaxID_33981	Kineococcus	genus
TaxID_28228	Colwellia	genus
TaxID_904	Acidaminococcus	genus
TaxID_262	Francisella	genus
TaxID_573055	Cervidpoxvirus	genus
TaxID_1985303	Mooglevirus	genus
TaxID_2508241	Bostovirus	genus
TaxID_10270	Leporipoxvirus	genus
TaxID_2742	Marinobacter	genus
TaxID_33024	Phascolarctobacterium	genus
TaxID_1982576	Ea92virus	genus
TaxID_200903	Paraliobacillus	genus
TaxID_1204360	Siansivirga	genus
TaxID_252306	Robiginitalea	genus
TaxID_202949	Thermanaeromonas	genus
TaxID_946234	Flavonifractor	genus
TaxID_1982367	Pepy6virus	genus
TaxID_1593364	Candidatus Nitrosopelagicus	genus
TaxID_1160973	Auritidibacter	genus
TaxID_53392	Thiodictyon	genus
TaxID_623276	Maritalea	genus
TaxID_221065	Kordia	genus
TaxID_191303	Turicibacter	genus
TaxID_190323	Plantibacter	genus
TaxID_1193503	Gilliamella	genus
TaxID_1912217	Pseudopropionibacterium	genus
TaxID_164450	Vulcanisaeta	genus
TaxID_953	Wolbachia	genus
TaxID_1080709	Methanomassiliicoccus	genus
TaxID_160674	Raoultella	genus
TaxID_299261	Tateyamaria	genus
TaxID_256616	Parvibaculum	genus
TaxID_2304691	Thermoclostridium	genus
TaxID_1860	Geodermatophilus	genus
TaxID_1082702	Lonsdalea	genus
TaxID_1097466	Defluviimonas	genus
TaxID_1623283	Chivirus	genus
TaxID_1985329	Moonvirus	genus
TaxID_1849530	Oblitimonas	genus
TaxID_375288	Parabacteroides	genus
TaxID_114627	Alkaliphilus	genus
TaxID_1543704	Niveispirillum	genus
TaxID_1980514	Halodesulfurarchaeum	genus
TaxID_1917990	B4virus	genus
TaxID_60846	Halogeometricum	genus
TaxID_171436	Tistrella	genus
TaxID_165779	Anaerococcus	genus
TaxID_2042066	Paraphotobacterium	genus
TaxID_56688	Halorubrum	genus
TaxID_32012	Thiomonas	genus
TaxID_286130	Sulfuricurvum	genus
TaxID_51196	Syntrophobotulus	genus
TaxID_89966	Hymenobacter	genus
TaxID_191769	Marinilactibacillus	genus
TaxID_1930592	Vampirococcus	genus
TaxID_2093	Mycoplasma	genus
TaxID_1434018	Lysinimonas	genus
TaxID_65496	Actinoalloteichus	genus
TaxID_59732	Chryseobacterium	genus
TaxID_2420	Thermosipho	genus
TaxID_1331051	Candidatus Saccharimonas	genus
TaxID_278993	Thermincola	genus
TaxID_65551	Meiothermus	genus
TaxID_1676125	Thermogutta	genus
TaxID_713	Actinobacillus	genus
TaxID_10260	Avipoxvirus	genus
TaxID_10806	Ambidensovirus	genus
TaxID_2077	Sporolactobacillus	genus
TaxID_252356	Maribacter	genus
TaxID_228398	Streptacidiphilus	genus
TaxID_33877	Agromyces	genus
TaxID_10358	Cytomegalovirus	genus
TaxID_1649490	Rubinisphaera	genus
TaxID_178898	Carboxydocella	genus
