PathID	Pathway
PathID_9042	PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Prevotella.s__Prevotella_buccae
PathID_9043	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Shigella.s__Shigella_flexneri
PathID_9044	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Aeromonas.s__Aeromonas_veronii
PathID_9045	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Streptococcus.s__Streptococcus_cristatus
PathID_9046	PWY-6606: guanosine nucleotides degradation II|g__Shigella.s__Shigella_flexneri
PathID_9047	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Actinomyces.s__Actinomyces_viscosus
PathID_9048	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_fergusonii
PathID_9049	PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_salyersiae
PathID_9050	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Coprococcus.s__Coprococcus_catus
PathID_9051	PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_eggerthii
PathID_9052	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_3_1_53
PathID_9053	PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP|g__Peptostreptococcaceae_noname.s__Clostridium_difficile
PathID_9054	PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|g__Cronobacter.s__Cronobacter_sakazakii
PathID_9055	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Peptoniphilus.s__Peptoniphilus_lacrimalis
PathID_9056	UNINTEGRATED|g__Anaerococcus.s__Anaerococcus_obesiensis
PathID_9057	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Atopobium.s__Atopobium_parvulum
PathID_9058	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Enterococcus.s__Enterococcus_faecium
PathID_9059	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA
PathID_9060	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_vestibularis
PathID_9061	PWY-2942: L-lysine biosynthesis III|g__Prevotella.s__Prevotella_denticola
PathID_9062	PWY-6151: S-adenosyl-L-methionine cycle I|g__Streptococcus.s__Streptococcus_parasanguinis
PathID_9063	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Erysipelotrichaceae_noname.s__Clostridium_innocuum
PathID_9064	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Clostridium.s__Clostridium_celatum
PathID_9065	PWY-7560: methylerythritol phosphate pathway II|g__Corynebacterium.s__Corynebacterium_durum
PathID_9066	PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis
PathID_9067	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_sanguinis
PathID_9068	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Acidaminococcus.s__Acidaminococcus_intestini
PathID_9069	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Peptostreptococcaceae_noname.s__Clostridium_difficile
PathID_9070	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Prevotella.s__Prevotella_dentalis
PathID_9071	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Ruminococcus.s__Ruminococcus_albus
PathID_9072	PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Leuconostoc.s__Leuconostoc_mesenteroides
PathID_9073	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Prevotella.s__Prevotella_melaninogenica
PathID_9074	PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|unclassified
PathID_9075	ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Ruminococcus_torques
PathID_9076	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Actinomyces.s__Actinomyces_massiliensis
PathID_9077	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Collinsella.s__Collinsella_intestinalis
PathID_9078	PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Sutterella.s__Sutterella_wadsworthensis
PathID_9079	PWY-5659: GDP-mannose biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA
PathID_9080	PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|g__Raoultella.s__Raoultella_ornithinolytica
PathID_9081	ARO-PWY: chorismate biosynthesis I|g__Alistipes.s__Alistipes_finegoldii
PathID_9082	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_multisaccharivorax
PathID_9083	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Rothia.s__Rothia_mucilaginosa
PathID_9084	PWY-6731: starch degradation III|unclassified
PathID_9085	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Alistipes.s__Alistipes_sp_HGB5
PathID_9086	PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Haemophilus.s__Haemophilus_sputorum
PathID_9087	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_caccae
PathID_9088	PWY0-1533: methylphosphonate degradation I|g__Escherichia.s__Escherichia_coli
PathID_9089	PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|g__Lactococcus.s__Lactococcus_raffinolactis
PathID_9090	PWY-6703: preQ0 biosynthesis|g__Ruminococcus.s__Ruminococcus_lactaris
PathID_9091	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Anaerostipes.s__Anaerostipes_hadrus
PathID_9092	VALSYN-PWY: L-valine biosynthesis|g__Coprococcus.s__Coprococcus_sp_ART55_1
PathID_9093	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Eubacterium.s__Eubacterium_ventriosum
PathID_9094	THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified
PathID_9095	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_salyersiae
PathID_9096	PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified
PathID_9097	PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|g__Actinomyces.s__Actinomyces_sp_HPA0247
PathID_9098	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Odoribacter.s__Odoribacter_laneus
PathID_9099	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Enterobacter.s__Enterobacter_aerogenes
PathID_9100	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Escherichia.s__Escherichia_hermannii
PathID_9101	COA-PWY: coenzyme A biosynthesis I|g__Slackia.s__Slackia_exigua
PathID_9102	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_ramulus
PathID_9103	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Peptoniphilus.s__Peptoniphilus_duerdenii
PathID_9104	PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Raoultella.s__Raoultella_ornithinolytica
PathID_9105	PWY-6317: galactose degradation I (Leloir pathway)|g__Shigella.s__Shigella_sonnei
PathID_9106	PWY-2942: L-lysine biosynthesis III|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA
PathID_9107	PWY-6891: thiazole biosynthesis II (Bacillus)|g__Klebsiella.s__Klebsiella_sp_MS_92_3
PathID_9108	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Citrobacter.s__Citrobacter_koseri
PathID_9109	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Fusobacterium.s__Fusobacterium_nucleatum
PathID_9110	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|unclassified
PathID_9111	RHAMCAT-PWY: L-rhamnose degradation I|g__Klebsiella.s__Klebsiella_sp_MS_92_3
PathID_9112	PPGPPMET-PWY: ppGpp biosynthesis|g__Enterobacter.s__Enterobacter_aerogenes
PathID_9113	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lactobacillus.s__Lactobacillus_fermentum
PathID_9114	PWY-5100: pyruvate fermentation to acetate and lactate II
PathID_9115	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Gemella.s__Gemella_haemolysans
PathID_9116	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Actinomyces.s__Actinomyces_sp_HPA0247
PathID_9117	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae
PathID_9118	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Lactobacillus.s__Lactobacillus_salivarius
PathID_9119	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_sp_2_1_36FAA
PathID_9120	UNINTEGRATED|g__Actinomyces.s__Actinomyces_johnsonii
PathID_9121	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Peptostreptococcus.s__Peptostreptococcus_stomatis
PathID_9122	PWY66-422: D-galactose degradation V (Leloir pathway)|g__Clostridium.s__Clostridium_sp_KLE_1755
PathID_9123	PANTO-PWY: phosphopantothenate biosynthesis I|g__Escherichia.s__Escherichia_albertii
PathID_9124	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Klebsiella.s__Klebsiella_pneumoniae
PathID_9125	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Actinomyces.s__Actinomyces_odontolyticus
PathID_9126	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_bolteae
PathID_9127	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Actinomyces.s__Actinomyces_oris
PathID_9128	PWY-621: sucrose degradation III (sucrose invertase)|g__Clostridium.s__Clostridium_sp_SS2_1
PathID_9129	PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Coprococcus.s__Coprococcus_eutactus
PathID_9130	GLUTORN-PWY: L-ornithine biosynthesis|g__Proteus.s__Proteus_penneri
PathID_9131	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_8_1_57FAA
PathID_9132	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Staphylococcus.s__Staphylococcus_equorum
PathID_9133	PWY-6892: thiazole biosynthesis I (E. coli)
PathID_9134	PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified
PathID_9135	PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_fermentum
PathID_9136	COA-PWY: coenzyme A biosynthesis I|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_3_1_53
PathID_9137	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Clostridium.s__Clostridium_sp_KLE_1755
PathID_9138	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Clostridium.s__Clostridium_sp_SS2_1
PathID_9139	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Staphylococcus.s__Staphylococcus_aureus
PathID_9140	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Actinomyces.s__Actinomyces_oris
PathID_9141	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_casei_paracasei
PathID_9142	UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii
PathID_9143	UNINTEGRATED|g__Streptococcus.s__Streptococcus_agalactiae
PathID_9144	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae
PathID_9145	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_acidophilus
PathID_9146	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_sp_D13
PathID_9147	COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii
PathID_9148	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Oxalobacter.s__Oxalobacter_formigenes
PathID_9149	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Ruminococcus.s__Ruminococcus_albus
PathID_9150	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Fusobacterium.s__Fusobacterium_ulcerans
PathID_9151	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Propionibacterium.s__Propionibacterium_freudenreichii
PathID_9152	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_onderdonkii
PathID_9153	ARO-PWY: chorismate biosynthesis I|g__Escherichia.s__Escherichia_coli
PathID_9154	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_21_3
PathID_9155	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Clostridium.s__Clostridium_sporogenes
PathID_9156	PWY-7031: protein N-glycosylation (bacterial)
PathID_9157	PWY-7560: methylerythritol phosphate pathway II|g__Olsenella.s__Olsenella_uli
PathID_9158	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Fusobacterium.s__Fusobacterium_nucleatum
PathID_9159	TRPSYN-PWY: L-tryptophan biosynthesis|g__Oribacterium.s__Oribacterium_sinus
PathID_9160	PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified
PathID_9161	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Alloprevotella.s__Alloprevotella_tannerae
PathID_9162	PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Streptococcus.s__Streptococcus_salivarius
PathID_9163	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lactobacillus.s__Lactobacillus_gasseri
PathID_9164	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Megamonas.s__Megamonas_hypermegale
PathID_9165	PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterobacter.s__Enterobacter_cloacae
PathID_9166	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Eubacterium.s__Eubacterium_siraeum
PathID_9167	PWY-6151: S-adenosyl-L-methionine cycle I|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_21_3
PathID_9168	PANTO-PWY: phosphopantothenate biosynthesis I|g__Staphylococcus.s__Staphylococcus_aureus
PathID_9169	PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii
PathID_9170	ANAEROFRUCAT-PWY: homolactic fermentation
PathID_9171	PWY-6608: guanosine nucleotides degradation III|g__Coprococcus.s__Coprococcus_catus
PathID_9172	1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bacteroides.s__Bacteroides_coprophilus
PathID_9173	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_intestinalis
PathID_9174	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_tigurinus
PathID_9175	COA-PWY: coenzyme A biosynthesis I|g__Veillonella.s__Veillonella_parvula
PathID_9176	VALSYN-PWY: L-valine biosynthesis|g__Coprococcus.s__Coprococcus_comes
PathID_9177	UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_difficile
PathID_9178	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Lactobacillus.s__Lactobacillus_saerimneri
PathID_9179	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Citrobacter.s__Citrobacter_koseri
PathID_9180	PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_clarus
PathID_9181	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Pseudomonas.s__Pseudomonas_aeruginosa
PathID_9182	PWY-6527: stachyose degradation
PathID_9183	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis
PathID_9184	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Plesiomonas.s__Plesiomonas_shigelloides
PathID_9185	UNINTEGRATED|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_8_1_57FAA
PathID_9186	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Megamonas.s__Megamonas_rupellensis
PathID_9187	PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)
PathID_9188	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_faecis
PathID_9189	HISDEG-PWY: L-histidine degradation I|g__Staphylococcus.s__Staphylococcus_aureus
PathID_9190	LACTOSECAT-PWY: lactose and galactose degradation I|g__Anaerococcus.s__Anaerococcus_lactolyticus
PathID_9191	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified
PathID_9192	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Roseburia.s__Roseburia_hominis
PathID_9193	PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Ruminococcus_torques
PathID_9194	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis
PathID_9195	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Shigella.s__Shigella_sonnei
PathID_9196	PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis
PathID_9197	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Neisseria.s__Neisseria_flavescens
PathID_9198	HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_faecis
PathID_9199	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_uniformis
PathID_9200	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dialister.s__Dialister_succinatiphilus
PathID_9201	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Anaerococcus.s__Anaerococcus_lactolyticus
PathID_9202	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Megamonas.s__Megamonas_funiformis
PathID_9203	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Enterobacteriaceae_noname.s__Enterobacteriaceae_bacterium_9_2_54FAA
PathID_9204	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Akkermansia.s__Akkermansia_muciniphila
PathID_9205	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Dialister.s__Dialister_succinatiphilus
PathID_9206	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Escherichia.s__Escherichia_albertii
PathID_9207	ARO-PWY: chorismate biosynthesis I|g__Fusobacterium.s__Fusobacterium_mortiferum
PathID_9208	PWY-6174: mevalonate pathway II (archaea)
PathID_9209	PWY-2723: trehalose degradation V|g__Shigella.s__Shigella_flexneri
PathID_9210	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_sp_6_1_27
PathID_9211	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Desulfovibrio.s__Desulfovibrio_piger
PathID_9212	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Streptococcus.s__Streptococcus_australis
PathID_9213	UNINTEGRATED|g__Olsenella.s__Olsenella_sp_oral_taxon_809
PathID_9214	SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Aeromonas.s__Aeromonas_veronii
PathID_9215	PWY-6588: pyruvate fermentation to acetone|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA
PathID_9216	FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Klebsiella.s__Klebsiella_sp_MS_92_3
PathID_9217	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Porphyromonas.s__Porphyromonas_asaccharolytica
PathID_9218	PWY-6936: seleno-amino acid biosynthesis|g__Neisseria.s__Neisseria_flavescens
PathID_9219	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Enterococcus.s__Enterococcus_gallinarum
PathID_9220	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Streptococcus.s__Streptococcus_gordonii
PathID_9221	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Plesiomonas.s__Plesiomonas_shigelloides
PathID_9222	PWY-5686: UMP biosynthesis|g__Lactobacillus.s__Lactobacillus_antri
PathID_9223	RUMP-PWY: formaldehyde oxidation I|unclassified
PathID_9224	FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Klebsiella.s__Klebsiella_sp_MS_92_3
PathID_9225	PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Ruminococcus_torques
PathID_9226	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Proteus.s__Proteus_mirabilis
PathID_9227	PWY-6143: CMP-pseudaminate biosynthesis
PathID_9228	PENTOSE-P-PWY: pentose phosphate pathway|g__Escherichia.s__Escherichia_coli
PathID_9229	ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_fragilis
PathID_9230	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Butyrivibrio.s__Butyrivibrio_crossotus
PathID_9231	PWY-6892: thiazole biosynthesis I (E. coli)|g__Shigella.s__Shigella_sonnei
PathID_9232	PWY-2942: L-lysine biosynthesis III|g__Neisseria.s__Neisseria_flavescens
PathID_9233	PWY-5103: L-isoleucine biosynthesis III|g__Clostridium.s__Clostridium_hathewayi
PathID_9234	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Actinomyces.s__Actinomyces_sp_HPA0247
PathID_9235	PWY-6823: molybdenum cofactor biosynthesis|g__Citrobacter.s__Citrobacter_freundii
PathID_9236	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Citrobacter.s__Citrobacter_freundii
PathID_9237	PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae
PathID_9238	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Rothia.s__Rothia_dentocariosa
PathID_9239	PWY-6700: queuosine biosynthesis|g__Cronobacter.s__Cronobacter_sakazakii
PathID_9240	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Clostridium.s__Clostridium_sporogenes
PathID_9241	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterobacter.s__Enterobacter_aerogenes
PathID_9242	RHAMCAT-PWY: L-rhamnose degradation I|g__Enterococcus.s__Enterococcus_faecalis
PathID_9243	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Anaerostipes.s__Anaerostipes_hadrus
PathID_9244	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II
PathID_9245	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Streptococcus.s__Streptococcus_downei
PathID_9246	PWY-6803: phosphatidylcholine acyl editing
PathID_9247	PWY-6703: preQ0 biosynthesis|g__Enterobacter.s__Enterobacter_aerogenes
PathID_9248	PWY-3781: aerobic respiration I (cytochrome c)|g__Campylobacter.s__Campylobacter_concisus
PathID_9249	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Coprococcus.s__Coprococcus_eutactus
PathID_9250	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Plesiomonas.s__Plesiomonas_shigelloides
PathID_9251	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Neisseria.s__Neisseria_subflava
PathID_9252	PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Escherichia.s__Escherichia_coli
PathID_9253	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Actinomyces.s__Actinomyces_cardiffensis
PathID_9254	PWY-6151: S-adenosyl-L-methionine cycle I|g__Enterococcus.s__Enterococcus_faecalis
PathID_9255	PWY-6609: adenine and adenosine salvage III|g__Mitsuokella.s__Mitsuokella_multacida
PathID_9256	UNINTEGRATED|g__Nakaseomyces.s__Candida_glabrata
PathID_9257	P161-PWY: acetylene degradation|g__Enterobacter.s__Enterobacter_sp_MGH_8
PathID_9258	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Anaerotruncus.s__Anaerotruncus_colihominis
PathID_9259	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Clavibacter.s__Clavibacter_michiganensis
PathID_9260	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Peptoniphilus.s__Peptoniphilus_lacrimalis
PathID_9261	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Cetobacterium.s__Cetobacterium_somerae
PathID_9262	PWY-6151: S-adenosyl-L-methionine cycle I|g__Ruminococcus.s__Ruminococcus_champanellensis
PathID_9263	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Shigella.s__Shigella_flexneri
PathID_9264	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bacteroides.s__Bacteroides_vulgatus
PathID_9265	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Parvimonas.s__Parvimonas_micra
PathID_9266	PWY-4981: L-proline biosynthesis II (from arginine)|g__Streptococcus.s__Streptococcus_cristatus
PathID_9267	PWY-6562: norspermidine biosynthesis
PathID_9268	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Clavibacter.s__Clavibacter_michiganensis
PathID_9269	PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Enterobacter.s__Enterobacter_aerogenes
PathID_9270	PWY-6630: superpathway of L-tyrosine biosynthesis|g__Citrobacter.s__Citrobacter_freundii
PathID_9271	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_stercoris
PathID_9272	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Weissella.s__Weissella_paramesenteroides
PathID_9273	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Scardovia.s__Scardovia_wiggsiae
PathID_9274	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_clarus
PathID_9275	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA
PathID_9276	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Escherichia.s__Escherichia_hermannii
PathID_9277	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Subdoligranulum.s__Subdoligranulum_variabile
PathID_9278	PWY-6151: S-adenosyl-L-methionine cycle I|g__Streptococcus.s__Streptococcus_sanguinis
PathID_9279	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified
PathID_9280	HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Eikenella.s__Eikenella_corrodens
